language_code,language_name,language_synonym,thesaurus_heading_language,thesaurus_heading_people,approximate_latitude_of_language_variety,approximate_longitude_of_language_variety,state_territory,uri,category
A93,Nhanhagardi ,"Nana karti, Widi, Nanakarti, Nanakarri, Wiri, Minango, Minangu, Nanakari, Nanakati, Barimaia, Jaburu, Nganakarti",Nhanhagardi language A93,,-29.21759681,115.2749592,WA,https://collection.aiatsis.gov.au/austlang/language/a93,Unique
A94,Witjaari ,"Whadjuk, Wadjuk, Wadjug, Whajook, Witja:ri, Wadjup, Juadjuk, Yooard, Yooadda, Minaln junga:, Minnal Yungar, Derbal, Karakata, Caractterup tribe, Karrakatta, Ilakuri wongi",Witjaari language A94,,-31.7559692,116.2100524,WA,https://collection.aiatsis.gov.au/austlang/language/a94,Unique
A95,Natingero ,,Natingero language A95,,-29.37382415,118.3669993,WA,https://collection.aiatsis.gov.au/austlang/language/a95,Unique
A96,Mandara ,,,,-23.36443632,119.2811247,WA,https://collection.aiatsis.gov.au/austlang/language/a96,Unique
A97,Cheangwa language ,,Cheangwa language A97,,-27.49908684,116.4015535,WA,https://collection.aiatsis.gov.au/austlang/language/a97,Unique
A99,Norseman ,,,,-32.24150202,121.7626144,WA,https://collection.aiatsis.gov.au/austlang/language/a99,Unique
C1,Wirangu ,"Hilleri, Jilbara, Naljara, Ngoleiadjara, Nonga, Tidni, Tidnie, Titnie, Wanbiri, Wangon, Warrangoo, Willeuroo, Windakan, Wirangga, Wirongu, Wirrongu, Wirrung, Wirrunga, Yilrea, Weerung, Wanggan, Yulbara, Julbari Wonnga, Yulbara wonga, Ulbarara, Youlbara, Willuro, Wilyaru, Kartawongulta, Nhangga, Hillery, Illarie, Ngadha Wangga, Ngadhu wangga, Warna biri, Wambira",Wirangu language C1,Wirangu people C1,-31.53598772,133.5220741,SA,https://collection.aiatsis.gov.au/austlang/language/c1,Unique
C10,Pintupi ,"Pintupi Luritja, Bindubi, Ildawonga, Wenamba, Bindaboo, Bindabu, Bindiboo, Bindibu, Bindooboo, Bindubu, Kalgonei, Kalgoneidjara, Kalguni, Loritja, Luridja, Luritja, Matjunalatara, Panika, Pi:ntubi, Pindu, Pindubu, Pintubi, Pintubidjara, Pintubitjara, Pintubu, Pintudjara, Pintularapi, Pintunala, Puntubu, Teitudjara, Wankawinan, Wenaba, Wiluraratja, Ildawongga, Puntubu; Pintubidjara, Wan kawinan, Kalgo neidjara, Matju:na latara, Panika for Pintubi, Ilda, Ilta, Manggawara, Wananwanari, Maiidjara, Maiadjara for Ildawongga",Pintupi language C10,Pintupi people C10,-23.37009684,127.5817031,NT,https://collection.aiatsis.gov.au/austlang/language/c10,Unique
C12,Antekerrepenhe ,"Antekerrepenh, Andegerebinha, Andegerebenha, Andakerebina, Undekerebina, Walwallie, Williwilli, Yanindo, Andagerebina, Antakiripina, Andeberegina, Willi willi, Yanindo, Arandic",Antekerrepenhe language C12,Antekerrepenhe people C12,-22.75390814,137.6206039,"NT,QLD",https://collection.aiatsis.gov.au/austlang/language/c12,Shared
C13,Kaytetye ,"Kaytetj, Kayteye, Kaytej, Gaidij, Kaititja, Kaititja; Gaididj, Kadda kie, Kaitidji, Kaitije, Kaitiji, Kaitish, Kaititj, Kaititje, Kat tit ya, Kat titch a, Katitch a, Katitja, Kaititj; Gaididj, Kaddakie, Katitcha, Katitya, Kaiditj, Kaytej; Gaididj, Keytetye, Kaititj; Kaititja, Gaididj, Kattitch a, Kaitej",Kaytetye language C13,Kaytetye people C13,-21.01987409,134.0695025,NT,https://collection.aiatsis.gov.au/austlang/language/c13,Unique
C14,Alyawarr ,"Aljawarra, Alyawarre, Iliaura, Aliawara, Aliwara, Aljawara, Alyawara, Ilawara, Iliama, Iljauara, Iljawara, Illiaura, Illura, Illyowra, Ilyauarra, Ilyowra, Jajuwara, Yalyuwara, Iliaura, Ilja:wara, Iljaura, Ilyaurra, Ja:wara, Aljawara, Ilaurainya, Udnla, Ilyuarra, Alyawarra, Aliawara, Alja:wara, Alyuwara, Illaura, Iloura, Ilyawara, Ilywara, Jaljuwara, Yalyuwara , Alyawerr, Alja:wara, Alyawarri, Arandic",Alyawarr language C14,Alyawarr people C14,-21.948371,135.5344463,NT,https://collection.aiatsis.gov.au/austlang/language/c14,Unique
C15,WARLPIRI ,"Warlpiri, Lander Warlpiri, Ngalia, Walbiri, Walmalla, Walpiri, Waneiga, Warlmala, Walpiri, Alpira, Alpiri, Elpira, Ilpara, Ilpira, Ilpirra, Nambulatji, Njambalatji, Ulperra, Wailbri, Walbrai, Walbri, Waljbiri, Waljpiri, Walpari, Warrabri, Wolperi, Wolpirra, Walbiri, Waibry, Nambutj, Nambutju, Nambutj, Waibri, Walbiri, Albura, Boonara, Bunara, Buruwatung, Ipara, Jalpiri, Kolo, Kukuruba, Manggai, Munga, Nambuda, Nanbuda, Ngadi, Ngali, Ngaliya, Ngallea, Ngallia, Ngardi, Ngari, Ngarilia, Ngarliya; Warrmarla; Warnayaka; Ngardilypa, Yarlpiri, Njalia, Ooldean, Panara, Puruwantung, Waiangadi, Waiangara, Waingara, Wakirti Warlpiri, Walmala, Walmanba, Wanaeka, Wanajaga, Wanajaka, Wanajeka, Wanayaga, Warangari, Waringari, Warniaka, Warramulla, Wawilja, Wommana, Woneiga, Nam bulatji, Wal bri",Warlpiri language C15,Yapa people C15,-20.43359561,131.0524093,NT,https://collection.aiatsis.gov.au/austlang/language/c15,Unique
C15.1,Wakirti Warlpiri ,"Warlpiri, Eastern Warlpiri, Ali Curung, Hanson River Warlpiri, Warrabri Warlpiri, Ali Curung Warlpiri; Warrabri Warlpiri, Wageer, Wager, Wagier, Wagir, Wahgir, Wahkeer, Wahker, Wahkier, Wahkir, Wakeer, Waker, Wakier, Wakir, Wargir, Warkeer, Warker, Warkier, Warkir, Wugir, Wukeer, Wuker, Wukier, Wukir, Warlpri",Wakirti Warlpiri language C15.1,Wakirti Warlpiri people C15.1,-20.67209332,133.0945288,NT,https://collection.aiatsis.gov.au/austlang/language/c15.1,Unique
C16,Wakaya ,"Wagaya, Other Australian Indigenous Languages, Wakaja; Akaja, Arkiya, Lee wakya, Ukkia, Waagai, Waagi, Wagai, Wagaiau, Wagaja, Waggaia, Warkaia, Warkya, Wogaia, Woorkia, Worgai, Worgaia, Workaia, Workia, Worrkii, Wakaya; Leewakya, Wakaja, Wakkaja, Worki a, Wuga, Wagaia, Leewakya, Workii, Akaja",Wakaya language C16,Wakaya people C16,-20.15290759,136.1691472,NT,https://collection.aiatsis.gov.au/austlang/language/c16,Unique
C17,Warlmanpa ,"Walmanba, Wanmampa, Walmamba, Warlmanpa; Walmanba, Walmunba, Wanmanpa, Warlmanba, Walmala, Walmanpa, Walpiri, Albura, Alpira, Alpiri, Elpira, Ilpara, Ilpira, Ilpirra, Nam bulatji, Njambalatji, Ulperra, Wailbri, Walbiri, Walbrai, Wal bri, Waljbiri, Waljpiri, Walpari, Wanaeka, Wanajaga, Wanajaka, Wanajeka, Waneiga, Waringari, Warrabri, Wolperi, Wolpirra",Warlmanpa language C17,Warlmanpa people C17,-19.24962654,132.8710073,NT,https://collection.aiatsis.gov.au/austlang/language/c17,Unique
C18,Warumungu ,"Waramanga, Waramungu, Waramanga; Airamanga, Leenaranunga, Uriminga, Waramunga, Warimunga, Warramonga, Warramunga, Warrumunga, Wurmega, Warumungu; Waramanga, Warramanga, Warumunga, Warumungu; Warramunga, Airamanga, Warrmunga, Aira manga",Warumungu language C18,Warumungu people C18,-19.60271266,134.5051818,NT,https://collection.aiatsis.gov.au/austlang/language/c18,Unique
C19,Wambaya ,"Wambaia, Wombaya, Wambaia; Umbaia, Umbia, Wambaja, Wampaja, Wom by a, Wombaia, Wombya, Wonbaia, Yumpia, Wambaya; Umbaia, Wampaya; Umbaia, Wampaya, Wobya, Wambaya; Wambaia, Umbaia, Wailwan, Wailwin, Wailwun, Waljwan, Wamgaja, Wilwan, Ympia, Won baia",Wambaya language C19,Wambaya people C19,-18.17305531,135.4310501,NT,https://collection.aiatsis.gov.au/austlang/language/c19,Unique
C2,Ngalia ,"Ngaliya, Ngalea, Nambuda, Nangga, Nanggaranggu, Nanggarangku, Ngaliawongga, Ngalija, Ngallea, Ngallia, Ooldean, Tangara, Willoorara, Windakan, Willoo rara",Ngalia language C2,Ngalia people C2,-29.19837154,129.4800333,SA,https://collection.aiatsis.gov.au/austlang/language/c2,Unique
C20,GURINDJI ,"Gurindji, Kuurrinjtji, Gurinji, Kartangarurru, Korindji, Kurintji, Malngin, Tjial, Wandjira, Coorinji, Corringi, Garundji, Goarango, Guirindji, Gurindzi, Gurrinji, Guurindji, Koorangie, Kooringee, Kwarandji, Kwaranjee, We arr ung, Gurindgi",Gurindji language C20,Gurindji people C20,-17.46211282,129.8075984,NT,https://collection.aiatsis.gov.au/austlang/language/c20,Unique
C22,Jingulu ,"Djingulu, Djingili, Jingili, Tjingili, Tjingilu, Tjinggili, Tjingilli, Tjingali, Tjingalli, Chingalee, Chingalli, Tjingale, Tchingalee, Djingali, Djinggili, Tingalie, Leechunguloo",Jingulu language C22,Jingili people C22,-17.35076527,133.7015129,NT,https://collection.aiatsis.gov.au/austlang/language/c22,Unique
C23,Gunindirri,"Gunindiri, Kunindiri, Cundundeerie, Goonanderry, Kunandra, Kundindiri, Leecundunderrie, Gundirri, Kunindirri, Kunindiri; Cundundeerie, Leecundundeerie, Gunindiri; Kundindiri, Ku nandra",Gunindirri language C23,Gunindirri people C23,-17.66922781,136.8446522,NT,https://collection.aiatsis.gov.au/austlang/language/c23,Unique
C25,MUDBURRA ,"Mudburra, Mudbura, Mutpura, Mutpura; Madbara, Moodburra, Mootburra, Mudbara, Mudbera, Mulpira, Mudbura; Moodburra, Mudbra, Mutburra, Mudburra; Mudbura, Madbara, Mutpurra",Mudburra language C25,Mudburra people C25,-17.44031006,131.9096227,NT,https://collection.aiatsis.gov.au/austlang/language/c25,Unique
C26,Gudanji ,"Gudandji, Ngandji, Gurdanji, Kotandji, Kurdanji, Kotandji; Anga, Angee, Gnanji, Godangee, Gundangee, Kakaringa, Koodangie, Koodanjee, Kudanji, Kudenji, Kutandji, Kutanjtjii, Kutandji; Anjee, Goarango, Goodanji, Gurandji, Koodanjie, Kuarandji, Kurandji, Kutanji; Gudandji, Kutanji, Gurdanydji, Gurdanydja; Kotandji, Anga, Anjee, Garindjari, Gudendji, Gurdandji, Gurendji, Kauarindarri, Kauarndhari, Kawarandari, Kawarandjari, Kawarindjara, Kawarindjari, Kudandji, Kudandyi, Kurtanji, Kwarandji, Nandi, Ngangi, Nganji",Gudanji language C26,Gudanji people C26,-16.980617,135.255653,NT,https://collection.aiatsis.gov.au/austlang/language/c26,Unique
C27,NGARINYMAN ,"Ngarinyman, Ngarinman, Agarinman, ainman, Airiman, Hainman, Heineman, Hyneman, Nariman, Narinman, Ngaiman, Ngaimmun, Ngainman, Ngainmun, Ngarnman, Ngraimun, Ngrainmun, Ngaringman, Hairiman",Ngarinyman language C27,Ngarinyman people C27,-16.59038008,130.2551773,NT,https://collection.aiatsis.gov.au/austlang/language/c27,Unique
C28,Akarre ,"Arrarnta, Western, Akara",Akarre language C28,Akarre people C28,-22.84250667,135.3629918,NT,https://collection.aiatsis.gov.au/austlang/language/c28,Unique
C29,Lower Arrernte ,"Alenjerntarrpe, Lower Aranda, Arrernte Imarnt, Arandic",Lower Arrernte language C29,Lower Arrente people C29,-25.95457191,135.3928072,"NT,SA",https://collection.aiatsis.gov.au/austlang/language/c29,Shared
C3,Kokatha ,"Kukatha, Kukarta, Kokata, Gugada, Cocotah, Cookutta, Geebera, Gogada, Gogoda, Gugadja, Kakarrura, Keibara, Kikataja, Kokatja, Kokit ta, Koocatho, Koogatho, Koogathoo, Koogurda, Kookata, Kookatha, Kotit ta, Ku:gurda wongga, Kugurda, Kukada, Kukata, Madutara, Maduwonga, Nganitjiddia, Nganitjidi, Nganitjini, Wanggamadu, Yallingarra, Kukatja, Matuntara, Ku gurda, Kukataja, Madu wonga, Yallingarra for Kokata, Aluna, Madun tara, Maiuladjara, Maiulatara for Matuntara",Kokatha language C3,Kokatha people C3,-29.65944536,133.4153573,SA,https://collection.aiatsis.gov.au/austlang/language/c3,Unique
C30,Eastern Gurindji ,"Gurindji, Eastern",Eastern Gurindji language C30,,-17.74853451,130.4059014,NT,https://collection.aiatsis.gov.au/austlang/language/c30,Unique
C31,Eastern Mudburra ,"Mudburra, Eastern",Eastern Mudburra language C31,,-17.55747282,131.9955177,NT,https://collection.aiatsis.gov.au/austlang/language/c31,Unique
C32,Eastern Ngarinyman ,"Ngarinyman, Eastern",Eastern Ngarinyman language C32,,-16.55603846,130.5117546,NT,https://collection.aiatsis.gov.au/austlang/language/c32,Unique
C33,Karranga,"Mudbura, Karangpurru, Karrangpurru",Karranga language C33,Karrangpurru people C33,-16.21455837,131.3606302,NT,https://collection.aiatsis.gov.au/austlang/language/c33,Unique
C34,Kartangarurru ,"Gurindji, Korindji, Kurintji, Malngin, Tjial, Wandjira, Kartangaruru, Pirlingarna",Kartangarurru language C34,,-19.25030503,130.4807254,NT,https://collection.aiatsis.gov.au/austlang/language/c34,Unique
C35,Kuwarranyji ,"Gurindji, Kwaranjee, Kwarandji, Kuwarrangu, Kooringee, Coorinji, Goarango, Gurindzi, We arr ung",Kuwarranyji language C35,,-16.72094035,132.3365622,NT,https://collection.aiatsis.gov.au/austlang/language/c35,Unique
C36,Western Mudburra ,"Mudburra, Western",Western Mudburra language C36,,-16.76736404,131.4545549,NT,https://collection.aiatsis.gov.au/austlang/language/c36,Unique
C37,Wurlayi ,Gurinji,Wurlayi language C37,,-16.34158581,129.6478241,NT,https://collection.aiatsis.gov.au/austlang/language/c37,Unique
C38,Ngardilypa,"Ngardilpa, Warlpiri, Ngardilba/Wanayaga",Ngardilypa language C38,,-19.6234758,129.7355985,NT,https://collection.aiatsis.gov.au/austlang/language/c38,Unique
C39,Wawulya ,,Wawulya language C39,,-21.80471001,130.0438684,NT,https://collection.aiatsis.gov.au/austlang/language/c39,Unique
C4,Yankunytjatjara ,"Yankuntjatjarra, Yankuntjatjara, Alinjera, Ankundjara, Everard Range Tribe, Jan gundjara, Janggunadjara, Janggundjara, Jangkudjara, Jangkuntjarra, Jangkundjadjara, Jangkundjara, Jangundjara, Jangwundjara, Jankundjadjara, Jankundjara, Jankundjindjara, Jankuntjatara, Jankuntjatjara, Jankunzazara, Jankunzazzara, Kaltjilandjara, Nankundjara, Wirtjapakandja, Wirtjapokandja, Yangkuntjatjara, Yangundjadjara, Yangundyadyara, Yankundyari, Yankunjara, Yangundjara, Yankuntjara, Yangkundjara, Everard Range Tribe', Jan kundjadjara, Jan kundjindjara, Nan kundjara",Yankunytjatjara language C4,Yankunytjatjara people C4,-26.62369368,132.2605529,SA,https://collection.aiatsis.gov.au/austlang/language/c4,Unique
C40,Warnayaka ,"Wanayaga, Woneiga",Warlpiri language C15,,-19.73870488,130.703069,NT,https://collection.aiatsis.gov.au/austlang/language/c40,Unique
C41,Yarlpiri ,Lander Yalpari,Warlpiri language C15,,-20.48362875,132.1319749,NT,https://collection.aiatsis.gov.au/austlang/language/c41,Unique
C42,Warrmarla ,"Walmala, Warlmanpa, Warrmarrla",Warlpiri language C15,,-20.50942118,129.7478641,NT,https://collection.aiatsis.gov.au/austlang/language/c42,Unique
C43,Ngaliya ,Warlpiri,Ngaliya language C43,Ngaliya people C43,-21.80869809,131.1867126,NT,https://collection.aiatsis.gov.au/austlang/language/c43,Unique
C44,Wenamba ,"Wenanba, Wankawinan, Kalgonei, Wanudjara, Pintularapi, Mangawara, Kalguni, Widanda, Tjurti",Wenamba language C44,,-23.70842468,128.7492416,NT,https://collection.aiatsis.gov.au/austlang/language/c44,Unique
C45,Nyiwanawu ,,Nyiwanawu language C45,,-16.3392093,129.6823194,NT,https://collection.aiatsis.gov.au/austlang/language/c45,Unique
C5,Antikirinya,"Antikarinya, Antakarinya, Antakarinja, Andagirinja, Aldolinga, Alinjerra, Aluna Aluna, Andagarindja, Andagarinja, Andakirinja, Andayarinja, Andegilliga, Andekarinja, Andekerinja, Andgari, Andigari, Andigarina, Andigarinya, Andigidini, Andigiri, Andigirinji, Andigiriny, Andingari, Andjirigna, Andjiringna, Andongerry, Andrgrinji, Andugarinja, Anjirigna, Antakerinya, Antakerrinya, Antakirinha, Antakirinja, Antegarinya, Antekarinja, Anterrikanya, Antigari, Antigerinya, Antingari, Antingerrie, Gunmarang, Kadjilaranda, Maduntara, Madutara, Maiuladjara, Maiulatara, Manangari, Matjutu, Matuntara, Matutara, Mau, Maung, Mauung, Mbenderinga, Mularatara, Ngonde, Njuntundjara, Southern Loritja, Tangara, Untergerrie, Unterrgerrie, Walarangunja, Walarenunga, Yandairunga, Yanido, Andingiri, Andagarinya, Antin gari, Aluna",Antikirinya language C5,Antikirinya people C5,-27.02978902,134.0166357,SA,https://collection.aiatsis.gov.au/austlang/language/c5,Unique
C6,Pitjantjatjara ,"Pitjantjatjarra, Bidjandjadjara, Pitjantjara, Bidjandja, Bidjandjara, Bidjuwongga, Bidyandyadyara, Bindjandjadjara, Gunggawara, Ituarre, Jabu, Kalgonei, Mamoo, Mamu, Mangawara, Mulatara, Nangatadjara, Njangadjadjara, Nyangatjatjara, Partutu, Peechintarra, Pidjandja, Pidjandjara, Pidzandza, Pijandarra, Pintularapi, Pitchentara, Pitdjandjara, Pitindjatjara, Pitjandara, Pitjandjadjara, Pitjandjara, Pitjanjarra, Pitjanzazara, Pitjendadjara, Pitjentara, Pitjindjatjara, Pitjindjiara, Pitjinjara, Pitjinjiara, Pitjintara, Pitjintjitjira, Pitkindjara, Pituari, Tjitiadjara, Tjurti, Wankawinan, Wanudjara, Widanda, Widjandja, Wirtjapakandja, Wongapitcha, Wongapitja, Wongapitjira, Bidjandjadjara/Njangadadjara, Pid jandjara, Woga pitja",Pitjantjatjara language C6,Pitjantjatjara people C6,-25.66411506,130.0655038,"NT,SA,WA",https://collection.aiatsis.gov.au/austlang/language/c6,Shared
C7,Kukatja ,,Kukatja language C7,Kukatja people C7,-24.04279506,131.4280677,NT,https://collection.aiatsis.gov.au/austlang/language/c7,Unique
C7.1,Luritja,"Luritja, Pintupi Luritja, Jumu, Kukatja, Loritja, Matuntara, Ngalia, Aluratja, Aluratji, Aluridia, Aluridja, Lo rit ya, Loorudgee, Loorudgie, Loritcha, Loritya, Luridja, Luritcha, Lurritji, Maiulatara, Manggai, Mulatara, Nambulatji, Panara, Pardoo, Martuntara, Peedona, Peedong, Uluritdja, Wanaeka, Wangatjunga, Wangatunga, Wangkadjungga, Wangkatjunga, Wangkatunga, Wangu, Wankutjunga, Western Loritja, Gogadja, Gugada, Gugadja, Juluridja, Kukacha, Kukadja, Kukata, Ulur itdja, Luritj",Luritja language C7.1,Luritja people C7.1,-24.94708497,133.1519028,NT,https://collection.aiatsis.gov.au/austlang/language/c7_1,Unique
C8,Arrernte ,"Aranda, Ikngerripenhe, Eastern Aranda, Mparntwe Arrernte, Central Aranda, Tyuretye Arrernte, Arrernte Alturlerenj, Western Aranda, Pertame, Southern Aranda, Arrarnta, Western, Eastern, Aldolanga, Aldolinga, Alitera, Aranta, Arinta, Arranda, Arrinda, Arrundta, Arunda, Arrunta, Arunndta, Arunta, Arunta Ulpma, Burringah, Herrinda, Ilpma, Jairunda, Oiljpma, Paroola, Pirdima, Pitjapitja, Pitjima, Ulpma, Urrundie, Waitjinga, Wonggaranda, Wongkatjeri, Wychinga, Western Arrernte, Eastern Arrernte, Sourthern Aranda, Southern, Arrente, Burrin gah, Ur rundie",Arrernte language C8,Arrernte people C8,-23.91276975,134.2609232,NT,https://collection.aiatsis.gov.au/austlang/language/c8,Unique
C8.1,Anmatyerr,"Anmatjirra, Anmatyerre, Anmatjera, Unmatjera, Imatjera, Urmitchee, Anmadjara, Anmatjere, Anmajirra, Nmatjera, Anmatjara, Janmadjara, Janmadjari, Janmatjiri, Yanmedjara, Yanmadjari, Arandic",Anmatyerr language C8.1,Anmatyerr people C8.1,-22.25465276,133.2622529,NT,https://collection.aiatsis.gov.au/austlang/language/c8.1,Unique
D1,Wemba Wemba ,"Wamba Wamba, Wembawemba, Wambawamba, Womba, Weumba, Waamba, Yambayamba, Yamba, Wiembar, Wamba wamba, Yamba yamba, Swan Hill tribe, Moulmein dialect Moolamiin, Lake Boga dialect, The neighbourhood of Lake Boga, probably Moorebat, the Lower Loddon dialect, Kerang, Loddon R, dialect, Wa amba, Wamba, Wemba wemba, Lake Boga tribe, Waimbi waimbi, Wambo wambo, Waimbu Waimbu, Boga tribe, Wemberwemba, Waimbiwaimbi, WembaWemba, Jambajamba, Gourrmjanyuk, Gorrmjanyuk, Kulin",Wemba Wemba language D1,Wemba Wemba people D1,-35.34122157,144.141905,"NSW,VIC",https://collection.aiatsis.gov.au/austlang/language/d1,Shared
D10,Wiradjuri,"Wiradhurri, Wirratherie, Wirradgerry, Waradgery, Woradgery, Wiradhuri, Jeithi, Berrembeel, Junamildan, Wagga tribe, Waradgeri, Warandgeri, Warradjerrie, Warrai Durhai, Wayradgee, Weeragurie, Weerarthery, Weorgery, Weradgerie, Werogeri, Werogery, Wiiradurei, Wiiratheri, Wir rajer ree, Wira athoree, Wira durei, Wira shurri, Wiradhari, Wiradjari, Wiradjeri, Wiradjwri, Wiradthery, Wiradthuri, Wiradurei, Wiraduri, Wiradyuri, Wiragere, Wiraijuri, Wirajarai, Wirajeree, Wirajerry, Wirashuri, Wirathere, Wiratheri, Wiraturai, Wirotheree, Wirra jerre, Wirrajerre, Wirra athoree, Wirra dhari, Wirra dthoor ree, Wirra dthooree, Wirracharee, Wirrach arree, Wirraddury, Wirradhurri, Wirradjerri, Wirradjery, Wirraiyarrai, Wirrai yarrai, Wirraidyuri, Wirraijuri, Wirrajeree, Wirrajerry, Wirrathuri, Wooradgery, Woorajuri, Wooratheri, Wooratherie, Woradgery, Woradjera, Woradjerg, Wordjerg, Wuradjeri, Wira Athorree, Wi iratheri, Wiratu rai, Woorad gery, Wir ra jer ree, Kunamildan",Wiradjuri language D10,Wiradjuri people D10,-33.90918016,147.2573464,NSW,https://collection.aiatsis.gov.au/austlang/language/d10,Unique
D11,Pulaali ,"Paakantyi, Bulaali, Bulalli, Bolali, Maljangapa, Wiljakali, Pulaali, Pulakali, Maljangaba, Malya napa, Mulya napa, Mulya nappa, Milya uppa, Mullia arpa, Muliaarpa, Malynapa, Malja:pa, Malyapa, Nalyanapa, Malgangara, Karikari, Bulali for Maljangapa, Wilyakali, Wiljali, Wiljagali, Willoo, Bo arli, Bulali for Wiljakali",Pulaali language D11,Pulaali people D11,-31.48957662,141.7697941,NSW,https://collection.aiatsis.gov.au/austlang/language/d11,Unique
D12,PAAKANTYI / PAAKANTJI / BARKINDJI,"Paakantyi, Baagandji, Darling, Barkindji, Ba:gundji, Baagandyi, Bagandji, Bagundji, Bahkunji, Bahkunjy, Bahroongee, Bahroonjee, Bakandi, Bakandji, Bakanji, Bandjagal, Bandjangali, Bargunji, Barindji, Barinji, Barkinghi, Barkinjee, Barkinji, Barkungee, Barkunjee, Barongee, Baroongee, Barrengee, Barrongee, Barundji, Barundyi, Barunga, Barungi, Beriait, Berri ait, Berriait, Bpaagkon jee, Bpaaroon jee, Bpaaroo, Bungyarlee, Burunga, Kaiela, Kornoo, Kurnu, Mailpurglu, Mil pulko, Ngunnhalgri, Pa:kindzi, Paakanji, Paakantji, Paakanytji, Pakindji, Parkengee, Parkingee, Parkungi, Parkunji, Paroinge, Paroo, Parooinge, Paru, Paruindi, Paruindji, Paruinji, Parundji, S, Baigundji, Unelgo, Wimbaja, Ba:gandji, Barkandji, Bagandji",Paakantyi / Paakantji / Barkindji language D12,Paakantyi / Paakantji / Barkindji people D12,-31.63317508,142.7779861,NSW,https://collection.aiatsis.gov.au/austlang/language/d12,Unique
D14,Thangkaali ,"Paakantyi, Dhanggaali, Danggali, Milpulo, Dhanggagarli, Dangali, Danggadi, Tungarlee, Tongaranka, Danggagali, Tung arlee, Dthang gaa lee, Dthanggka, Dthanggha, Paritke, Paridke, Momba, Nanja, Nanjara, Nonnia, Nganya, Scotia blacks, Nju:wiki, Yakumban, Yakkumbata, Yakayok, Jakojako, Jokajoka, Yokka Yokka, Yaak yakko",Thangkaali language D14,Thangkaali people D14,-33.19407773,140.5364068,"NSW,SA",https://collection.aiatsis.gov.au/austlang/language/d14,Shared
