"language_code","language_name","language_synonym","thesaurus_heading_language","thesaurus_heading_people","approximate_latitude_of_language_variety","approximate_longitude_of_language_variety","state_territory","uri"
"A68","Kukatja ","Gugadja, Gogodj, Kokatja, Gogada, Gogadja, Gogadya, Gogoda, Gogodja, Gugada, Gugadji, Gugudja, Kokata, Koonggada, Kukacha, Kukada, Kukadja, Kukaja, Kukata, Kukatji, Kukuruba, Ku kuruba, Pardoo, Julbaritja, Julbre, Ilbaridja, Nambulatji, Bedengo, Bidong, Bidungo, Peedona, Peedong, Pidung, Pidunga, Manggai, Wangkatjunga, Wangatjunga, Wangatunga, Wangkatunga, Wangkadjungga, Wankutjunga, Wanaeka, Wangu, Panara, Bunara, Boonara","Kukatja language A68","Kukatja people A68","-20.489447500567","127.02387041488","WA","https://collection.aiatsis.gov.au/austlang/language/a68"
"A69","Bunara","Ngardi, Ngardilj, Ngarti, Waringari, Boonarra, Buna:ra, Ngadi, Ngari, Ngati, Panara, Boonara, Waiangara, Kolo, Waiangari, Wain gara, Waiangadi, Warangari, Kukuruba, Woneiga, Wanayaga, Puruwantung, Buruwatung, Manggai, Munga, Walmala, Wommana","Bunara language A69","Bunara people A69","-20.709303855673","129.04645622791","WA","https://collection.aiatsis.gov.au/austlang/language/a69"
"A7","Tjeraridjal ","Nyanganyatjara, Murunitja, Nangatadjara, Pindini, Wanggatha, Dyeraridyal","Tjeraridjal language A7","","-30.431851084109","123.78318179256","WA","https://collection.aiatsis.gov.au/austlang/language/a7"
"A70","Wadjiba ","","","","","","","https://collection.aiatsis.gov.au/austlang/language/a70"
"A71","Nhugarn ","","Nhugarn language A71","","-25.804998816598","115.47622416926","WA","https://collection.aiatsis.gov.au/austlang/language/a71"
"A72","Ngurlipartu ","Ngulipartu, Nyangumarta, Ngolibardu, Nyangumarda, Ngolibardu/Ngurlipartu, Iparuka, Kundal, Walyirli, Wanyarli, Tjilakurukuru","","","-21.243272358287","122.32849994657","WA","https://collection.aiatsis.gov.au/austlang/language/a72"
"A73","Walyirli ","Nyangumarta, Nyangumarda, Walyirli/Wanyarli, Iparuka, Kundal, Ngolibardu, Ngurlipartu, Wanyarli, Walyurli","","","-20.058513211385","121.89624093275","WA","https://collection.aiatsis.gov.au/austlang/language/a73"
"A74","Fraser Range ","Fraser Range","Fraser Range language A74","","-32.175364004514","123.47446545531","WA","https://collection.aiatsis.gov.au/austlang/language/a74"
"A75","Bundjuwanga ","","","","-21.087596240294","119.39719913486","WA","https://collection.aiatsis.gov.au/austlang/language/a75"
"A76","Pantikura ","","Pantikura language A76","","-22.557802405153","118.50425378261","WA","https://collection.aiatsis.gov.au/austlang/language/a76"
"A77","Mijaranypa ","Mitjaranjpa","Mijaranypa language A77","","-22.999689368036","118.14527522302","WA","https://collection.aiatsis.gov.au/austlang/language/a77"
"A78","Ju'una ","Ju?una ","","","-22.000762956078","119.45541305778","WA","https://collection.aiatsis.gov.au/austlang/language/a78"
"A79","Yinhawangka","Ngarluwangka, Panytyima, Ngalawonga","Yinhawangka language A79","Yinhawangka people A79","-24.455778426304","119.07826408524","WA","https://collection.aiatsis.gov.au/austlang/language/a79"
"A8","Murunitja ","Nyanganyatjara, Nangatadjara, Pindini, Tjeraridjal, Wanggatha, Kogara Mara, Mooroon, Murnidja, Murunidja, Moorooon, Mara, Kogara","Murunitja language A8","Murunitja people A8","-30.302385789976","126.03071747822","WA","https://collection.aiatsis.gov.au/austlang/language/a8"
"A80","WESTERN DESERT LANGUAGE ","The Western Desert language","Western Desert language A80","Western Desert people A80","-26.337337816815","127.10810714062","NT,SA,WA","https://collection.aiatsis.gov.au/austlang/language/a80"
"A81","Mount Margaret ","Mount Margaret Dialect","","","","","","https://collection.aiatsis.gov.au/austlang/language/a81"
"A82","Wirdjaragandja ","Wirdjabaganja, Wi:rtjapakandja","Wirdjaragandja language A82","","-26.304879382631","131.91107607403","WA","https://collection.aiatsis.gov.au/austlang/language/a82"
"A83","Njangadjadjara ","","Njangadjadjara language A83","","-30.682160310788","131.49211605735","WA","https://collection.aiatsis.gov.au/austlang/language/a83"
"A84","Tarpuntjari ","","","","","","","https://collection.aiatsis.gov.au/austlang/language/a84"
"A85","Kurajarra ","Gurajarra","Kurajarra language A85","Kurajarra people A85 ","-22.909591398018","122.3629167104","WA","https://collection.aiatsis.gov.au/austlang/language/a85"
"A86","Martu Wangka","","Martu Wangka language A86","","-23.350911655789","123.66842240336","WA","https://collection.aiatsis.gov.au/austlang/language/a86"
"A87","Wangkajunga ","Wangkatjungka, Martu Wangka, Wanggadjunga","Wangkajunga language A87","Wangkajunga people A87","-20.576465858871","126.50323359633","WA","https://collection.aiatsis.gov.au/austlang/language/a87"
"A88","Juwaliny ","Tjuwalinj, Walmajarri, Tjiwaliny, Yuwarliny, Tyiwaliny","Juwaliny language A88","Juwaliny people A88","-20.643729665896","124.69879716783","WA","https://collection.aiatsis.gov.au/austlang/language/a88"
"A89","Pililuna ","Walmajarri, Bililuna dialect","","","-19.66674635679","127.60046628947","WA","https://collection.aiatsis.gov.au/austlang/language/a89"
"A9","Mirniny","Meening, Mining, Minninng, Mirniny, Ba:duk, Baaduk, Bardok, East Meening, East Mining, Eucla, Ikala, Ikula, Jirkala Mining, Jirkla mirning, Julbara, Julbari, Jurgala, Jurgula, Minal njunga, Mininj, Minnal yungar, Minning, Mirin, Mirningj, Murram, Ngadjadjara, Ngadjudjara, Ngadjuwonga, Ngandada, Ngandatha, Wanbiri, Wanmaraing, Warnabinnie, Warnabirri, Warnabirrie, Wonbil, Wonburi, Wonunda meening, Wonunda minung, Wonunda Mirning, Yerkla Mining, Yircla, Yirkala Mining, Yirkla, Yirkla Mining, Yurgala, Mirnin, Mirninj, Warna birrie, Wonbil also Wonburi, Jirkala Mining has another explanation for the name, Yerkla mining","Mirniny language A9","Mirniny people A9","-31.29303041962","128.15349327077","WA","https://collection.aiatsis.gov.au/austlang/language/a9"
"A90","Nyanyany ","Njanjanj","Nyanyany language A90","","","","","https://collection.aiatsis.gov.au/austlang/language/a90"
"A91","Nyardi ","Njardi","Nyardi language A91","","-18.622991623929","125.27550390484","WA","https://collection.aiatsis.gov.au/austlang/language/a91"
"A92","Tjapanmay ","Nyunga, Djabanmay","Tjapanmay language A92","","-30.963892724362","117.05411072932","WA","https://collection.aiatsis.gov.au/austlang/language/a92"
"A93","Nhanhagardi ","Nana karti, Widi, Nanakarti, Nanakarri, Wiri, Minango, Minangu, Nanakari, Nanakati, Barimaia, Jaburu, Nganakarti","Nhanhagardi language A93","","-29.217596810821","115.27495917689","WA","https://collection.aiatsis.gov.au/austlang/language/a93"
"A94","Witjaari ","Whadjuk, Wadjuk, Wadjug, Whajook, Witja:ri, Wadjup, Juadjuk, Yooard, Yooadda, Minaln junga:, Minnal Yungar, Derbal, Karakata, Caractterup tribe, Karrakatta, Ilakuri wongi","Witjaari language A94","","-31.7559692038","116.21005237003","WA","https://collection.aiatsis.gov.au/austlang/language/a94"
"A95","Natingero ","","Natingero language A95","","-29.373824151559","118.3669992509","WA","https://collection.aiatsis.gov.au/austlang/language/a95"
"A96","Mandara ","","","","-23.364436323926","119.2811246941","WA","https://collection.aiatsis.gov.au/austlang/language/a96"
"A97","Cheangwa language ","","Cheangwa language A97","","-27.499086841059","116.4015534839","WA","https://collection.aiatsis.gov.au/austlang/language/a97"
"A98","Kuntal ","Nyangumarda, Kundal, Iparuka, Ngolibardu, Ngurlipartu, Nyangumarta, Walyirli, Wanyarli, Njangamarda, Njangamada, Nyangamada, Nangamada, Nangam urda, Njangomada, Njangumada, Njangumarda, Nangumarda, Nyangumada, Nyangumata, Njadamarda, Njanja marta, Ngapakoreilitja, Ngardungardu, Warmala, Waljuli Njangamarda, Kularupulu","","","","","","https://collection.aiatsis.gov.au/austlang/language/a98"
"A99","Norseman ","","","","-32.241502021711","121.76261435935","WA","https://collection.aiatsis.gov.au/austlang/language/a99"
"C1","Wirangu ","Hilleri, Jilbara, Naljara, Ngoleiadjara, Nonga, Tidni, Tidnie, Titnie, Wanbiri, Wangon, Warrangoo, Willeuroo, Windakan, Wirangga, Wirongu, Wirrongu, Wirrung, Wirrunga, Yilrea, Weerung, Wanggan, Yulbara, Julbari Wonnga, Yulbara wonga, Ulbarara, Youlbara, Willuro, Wilyaru, Kartawongulta, Nhangga, Hillery, Illarie, Ngadha Wangga, Ngadhu wangga, Warna biri, Wambira","Wirangu language C1","Wirangu people C1","-31.535987723207","133.5220740691","SA","https://collection.aiatsis.gov.au/austlang/language/c1"
"C10","Pintupi ","Pintupi Luritja, Bindubi, Ildawonga, Wenamba, Bindaboo, Bindabu, Bindiboo, Bindibu, Bindooboo, Bindubu, Kalgonei, Kalgoneidjara, Kalguni, Loritja, Luridja, Luritja, Matjunalatara, Panika, Pi:ntubi, Pindu, Pindubu, Pintubi, Pintubidjara, Pintubitjara, Pintubu, Pintudjara, Pintularapi, Pintunala, Puntubu, Teitudjara, Wankawinan, Wenaba, Wiluraratja, Ildawongga, Puntubu; Pintubidjara, Wan kawinan, Kalgo neidjara, Matju:na latara, Panika for Pintubi, Ilda, Ilta, Manggawara, Wananwanari, Maiidjara, Maiadjara for Ildawongga","Pintupi language C10","Pintupi people C10","-23.370096838363","127.58170309929","NT","https://collection.aiatsis.gov.au/austlang/language/c10"
"C11","Yumu ","Luritja, Jumu, Kukatja, Loritja, Matuntara, Ngalia, Ngadadjara, Ngatatara, Pa:kulja, Ngadad jara","Yumu language C11","Yumu people C11","","","","https://collection.aiatsis.gov.au/austlang/language/c11"
"C12","Antekerrepenhe ","Antekerrepenh, Andegerebinha, Andegerebenha, Andakerebina, Undekerebina, Walwallie, Williwilli, Yanindo, Andagerebina, Antakiripina, Andeberegina, Willi willi, Yanindo, Arandic","Antekerrepenhe language C12","Antekerrepenhe people C12","-22.753908140735","137.62060389685","NT,QLD","https://collection.aiatsis.gov.au/austlang/language/c12"
"C13","Kaytetye ","Kaytetj, Kayteye, Kaytej, Gaidij, Kaititja, Kaititja; Gaididj, Kadda kie, Kaitidji, Kaitije, Kaitiji, Kaitish, Kaititj, Kaititje, Kat tit ya, Kat titch a, Katitch a, Katitja, Kaititj; Gaididj, Kaddakie, Katitcha, Katitya, Kaiditj, Kaytej; Gaididj, Keytetye, Kaititj; Kaititja, Gaididj, Kattitch a, Kaitej","Kaytetye language C13","Kaytetye people C13","-21.019874087248","134.06950250849","NT","https://collection.aiatsis.gov.au/austlang/language/c13"
"C14","Alyawarr ","Aljawarra, Alyawarre, Iliaura, Aliawara, Aliwara, Aljawara, Alyawara, Ilawara, Iliama, Iljauara, Iljawara, Illiaura, Illura, Illyowra, Ilyauarra, Ilyowra, Jajuwara, Yalyuwara, Iliaura, Ilja:wara, Iljaura, Ilyaurra, Ja:wara, Aljawara, Ilaurainya, Udnla, Ilyuarra, Alyawarra, Aliawara, Alja:wara, Alyuwara, Illaura, Iloura, Ilyawara, Ilywara, Jaljuwara, Yalyuwara , Alyawerr, Alja:wara, Alyawarri, Arandic","Alyawarr language C14","Alyawarr people C14","-21.94837099764","135.53444633563","NT","https://collection.aiatsis.gov.au/austlang/language/c14"
"C15","WARLPIRI ","Warlpiri, Lander Warlpiri, Ngalia, Walbiri, Walmalla, Walpiri, Waneiga, Warlmala, Walpiri, Alpira, Alpiri, Elpira, Ilpara, Ilpira, Ilpirra, Nambulatji, Njambalatji, Ulperra, Wailbri, Walbrai, Walbri, Waljbiri, Waljpiri, Walpari, Warrabri, Wolperi, Wolpirra, Walbiri, Waibry, Nambutj, Nambutju, Nambutj, Waibri, Walbiri, Albura, Boonara, Bunara, Buruwatung, Ipara, Jalpiri, Kolo, Kukuruba, Manggai, Munga, Nambuda, Nanbuda, Ngadi, Ngali, Ngaliya, Ngallea, Ngallia, Ngardi, Ngari, Ngarilia, Ngarliya; Warrmarla; Warnayaka; Ngardilypa, Yarlpiri, Njalia, Ooldean, Panara, Puruwantung, Waiangadi, Waiangara, Waingara, Wakirti Warlpiri, Walmala, Walmanba, Wanaeka, Wanajaga, Wanajaka, Wanajeka, Wanayaga, Warangari, Waringari, Warniaka, Warramulla, Wawilja, Wommana, Woneiga, Nam bulatji, Wal bri","Warlpiri language C15","Yapa people C15","-20.433595605496","131.05240928361","NT","https://collection.aiatsis.gov.au/austlang/language/c15"
"C15.1","Wakirti Warlpiri ","Warlpiri, Eastern Warlpiri, Ali Curung, Hanson River Warlpiri, Warrabri Warlpiri, Ali Curung Warlpiri; Warrabri Warlpiri, Wageer, Wager, Wagier, Wagir, Wahgir, Wahkeer, Wahker, Wahkier, Wahkir, Wakeer, Waker, Wakier, Wakir, Wargir, Warkeer, Warker, Warkier, Warkir, Wugir, Wukeer, Wuker, Wukier, Wukir, Warlpri","Wakirti Warlpiri language C15.1","Wakirti Warlpiri people C15.1","-20.672093316621","133.09452880691","NT","https://collection.aiatsis.gov.au/austlang/language/c15.1"
"C16","Wakaya ","Wagaya, Other Australian Indigenous Languages, Wakaja; Akaja, Arkiya, Lee wakya, Ukkia, Waagai, Waagi, Wagai, Wagaiau, Wagaja, Waggaia, Warkaia, Warkya, Wogaia, Woorkia, Worgai, Worgaia, Workaia, Workia, Worrkii, Wakaya; Leewakya, Wakaja, Wakkaja, Worki a, Wuga, Wagaia, Leewakya, Workii, Akaja","Wakaya language C16","Wakaya people C16","-20.152907594635","136.1691472206","NT","https://collection.aiatsis.gov.au/austlang/language/c16"
"C17","Warlmanpa ","Walmanba, Wanmampa, Walmamba, Warlmanpa; Walmanba, Walmunba, Wanmanpa, Warlmanba, Walmala, Walmanpa, Walpiri, Albura, Alpira, Alpiri, Elpira, Ilpara, Ilpira, Ilpirra, Nam bulatji, Njambalatji, Ulperra, Wailbri, Walbiri, Walbrai, Wal bri, Waljbiri, Waljpiri, Walpari, Wanaeka, Wanajaga, Wanajaka, Wanajeka, Waneiga, Waringari, Warrabri, Wolperi, Wolpirra","Warlmanpa language C17","Warlmanpa people C17","-19.249626535773","132.87100726782","NT","https://collection.aiatsis.gov.au/austlang/language/c17"
"C18","Warumungu ","Waramanga, Waramungu, Waramanga; Airamanga, Leenaranunga, Uriminga, Waramunga, Warimunga, Warramonga, Warramunga, Warrumunga, Wurmega, Warumungu; Waramanga, Warramanga, Warumunga, Warumungu; Warramunga, Airamanga, Warrmunga, Aira manga","Warumungu language C18","Warumungu people C18","-19.602712664845","134.50518184842","NT","https://collection.aiatsis.gov.au/austlang/language/c18"
"C19","Wambaya ","Wambaia, Wombaya, Wambaia; Umbaia, Umbia, Wambaja, Wampaja, Wom by a, Wombaia, Wombya, Wonbaia, Yumpia, Wambaya; Umbaia, Wampaya; Umbaia, Wampaya, Wobya, Wambaya; Wambaia, Umbaia, Wailwan, Wailwin, Wailwun, Waljwan, Wamgaja, Wilwan, Ympia, Won baia","Wambaya language C19","Wambaya people C19","-18.173055306326","135.43105010266","NT","https://collection.aiatsis.gov.au/austlang/language/c19"
"C2","Ngalia ","Ngaliya, Ngalea, Nambuda, Nangga, Nanggaranggu, Nanggarangku, Ngaliawongga, Ngalija, Ngallea, Ngallia, Ooldean, Tangara, Willoorara, Windakan, Willoo rara","Ngalia language C2","Ngalia people C2","-29.198371544364","129.48003328708","SA","https://collection.aiatsis.gov.au/austlang/language/c2"
"C20","GURINDJI ","Gurindji, Kuurrinjtji, Gurinji, Kartangarurru, Korindji, Kurintji, Malngin, Tjial, Wandjira, Coorinji, Corringi, Garundji, Goarango, Guirindji, Gurindzi, Gurrinji, Guurindji, Koorangie, Kooringee, Kwarandji, Kwaranjee, We arr ung, Gurindgi","Gurindji language C20","Gurindji people C20","-17.462112816687","129.80759844339","NT","https://collection.aiatsis.gov.au/austlang/language/c20"
"C21","Pinkangarna","Mudbura, Pinkangama, Bingongina; Bin gongina, Bugongidja, Bin Gongina, Pinkangarna; Bin Gongina, Bingongina, Pinkangana, Bin gongina","","Pinkangarna people C21","","","","https://collection.aiatsis.gov.au/austlang/language/c21"
"C22","Jingulu ","Djingulu, Djingili, Jingili, Tjingili, Tjingilu, Tjinggili, Tjingilli, Tjingali, Tjingalli, Chingalee, Chingalli, Tjingale, Tchingalee, Djingali, Djinggili, Tingalie, Leechunguloo","Jingulu language C22","Jingili people C22","-17.350765267549","133.70151286316","NT","https://collection.aiatsis.gov.au/austlang/language/c22"
"C23","Gunindirri","Gunindiri, Kunindiri, Cundundeerie, Goonanderry, Kunandra, Kundindiri, Leecundunderrie, Gundirri, Kunindirri, Kunindiri; Cundundeerie, Leecundundeerie, Gunindiri; Kundindiri, Ku nandra","Gunindirri language C23","Gunindirri people C23","-17.669227805119","136.84465216971","NT","https://collection.aiatsis.gov.au/austlang/language/c23"
"C24","Manu ","Wandjira, Wadshara, Manoo","Manu language C24","Manu people C24","","","","https://collection.aiatsis.gov.au/austlang/language/c24"
"C25","MUDBURRA ","Mudburra, Mudbura, Mutpura, Mutpura; Madbara, Moodburra, Mootburra, Mudbara, Mudbera, Mulpira, Mudbura; Moodburra, Mudbra, Mutburra, Mudburra; Mudbura, Madbara, Mutpurra","Mudburra language C25","Mudburra people C25","-17.440310056236","131.90962270153","NT","https://collection.aiatsis.gov.au/austlang/language/c25"
"C26","Gudanji ","Gudandji, Ngandji, Gurdanji, Kotandji, Kurdanji, Kotandji; Anga, Angee, Gnanji, Godangee, Gundangee, Kakaringa, Koodangie, Koodanjee, Kudanji, Kudenji, Kutandji, Kutanjtjii, Kutandji; Anjee, Goarango, Goodanji, Gurandji, Koodanjie, Kuarandji, Kurandji, Kutanji; Gudandji, Kutanji, Gurdanydji, Gurdanydja; Kotandji, Anga, Anjee, Garindjari, Gudendji, Gurdandji, Gurendji, Kauarindarri, Kauarndhari, Kawarandari, Kawarandjari, Kawarindjara, Kawarindjari, Kudandji, Kudandyi, Kurtanji, Kwarandji, Nandi, Ngangi, Nganji","Gudanji language C26","Gudanji people C26","-16.980617001904","135.25565304117","NT","https://collection.aiatsis.gov.au/austlang/language/c26"
"C27","NGARINYMAN ","Ngarinyman, Ngarinman, Agarinman, ainman, Airiman, Hainman, Heineman, Hyneman, Nariman, Narinman, Ngaiman, Ngaimmun, Ngainman, Ngainmun, Ngarnman, Ngraimun, Ngrainmun, Ngaringman, Hairiman","Ngarinyman language C27","Ngarinyman people C27","-16.590380084618","130.25517727725","NT","https://collection.aiatsis.gov.au/austlang/language/c27"
"C28","Akarre ","Arrarnta, Western, Akara","Akarre language C28","Akarre people C28","-22.842506668901","135.36299175014","NT","https://collection.aiatsis.gov.au/austlang/language/c28"
"C29","Lower Arrernte ","Alenjerntarrpe, Lower Aranda, Arrernte Imarnt, Arandic","Lower Arrernte language C29","Lower Arrente people C29","-25.954571909387","135.39280716542","NT,SA","https://collection.aiatsis.gov.au/austlang/language/c29"
"C3","Kokatha ","Kukatha, Kukarta, Kokata, Gugada, Cocotah, Cookutta, Geebera, Gogada, Gogoda, Gugadja, Kakarrura, Keibara, Kikataja, Kokatja, Kokit ta, Koocatho, Koogatho, Koogathoo, Koogurda, Kookata, Kookatha, Kotit ta, Ku:gurda wongga, Kugurda, Kukada, Kukata, Madutara, Maduwonga, Nganitjiddia, Nganitjidi, Nganitjini, Wanggamadu, Yallingarra, Kukatja, Matuntara, Ku gurda, Kukataja, Madu wonga, Yallingarra for Kokata, Aluna, Madun tara, Maiuladjara, Maiulatara for Matuntara","Kokatha language C3","Kokatha people C3","-29.659445361412","133.41535731142","SA","https://collection.aiatsis.gov.au/austlang/language/c3"
"C30","Eastern Gurindji ","Gurindji, Eastern","Eastern Gurindji language C30","","-17.748534509445","130.40590135075","NT","https://collection.aiatsis.gov.au/austlang/language/c30"
"C31","Eastern Mudburra ","Mudburra, Eastern","Eastern Mudburra language C31","","-17.557472822989","131.99551773648","NT","https://collection.aiatsis.gov.au/austlang/language/c31"
"C32","Eastern Ngarinyman ","Ngarinyman, Eastern","Eastern Ngarinyman language C32","","-16.556038457011","130.5117546111","NT","https://collection.aiatsis.gov.au/austlang/language/c32"
"C33","Karranga","Mudbura, Karangpurru, Karrangpurru","Karranga language C33","Karrangpurru people C33","-16.214558371984","131.36063023452","NT","https://collection.aiatsis.gov.au/austlang/language/c33"
"C34","Kartangarurru ","Gurindji, Korindji, Kurintji, Malngin, Tjial, Wandjira, Kartangaruru, Pirlingarna","Kartangarurru language C34","","-19.250305030825","130.48072536645","NT","https://collection.aiatsis.gov.au/austlang/language/c34"
"C35","Kuwarranyji ","Gurindji, Kwaranjee, Kwarandji, Kuwarrangu, Kooringee, Coorinji, Goarango, Gurindzi, We arr ung","Kuwarranyji language C35","","-16.720940346925","132.33656219346","NT","https://collection.aiatsis.gov.au/austlang/language/c35"
"C36","Western Mudburra ","Mudburra, Western","Western Mudburra language C36","","-16.767364036194","131.45455491844","NT","https://collection.aiatsis.gov.au/austlang/language/c36"
